Date,Weekday,Time,Office Hours,Brief Description,Place of Incident,Office,Site of Incident,Business Impact,Division,BU / Account affected,Line Manager,Operational Security Manager,Resolve (Hrs),Resolve (Days)
24/02/2014,FALSE,21:49,FALSE,Stolen Peripheral,Area 4,FALSE,SOL10,Major,Public Sector,HSBC,Abel Liss  ,Van Fessenden  ,14,0.58
08/07/2012,TRUE,18:02,FALSE,Unsecured PM Document,Area 16,FALSE,STE10,Minor,HR,Southeastern,Elenore Pentz  ,Lyle Griswold  ,28,1.17
15/05/2013,FALSE,00:12,FALSE,Stolen RHD,Office 20,TRUE,SOL20,Significant,ROI,Home Group Limited,Tim Pinckard  ,Mitch Landa  ,199,8.29
22/11/2014,TRUE,18:50,FALSE,Stolen USB drive,Area 15,FALSE,BSN01,Significant,Private Sector,High Speed 2 Ltd.,Stanley Bosch  ,Pasquale Sonntag  ,125,5.21
10/12/2015,FALSE,11:08,TRUE,Stolen Laptop,Office 11,TRUE,BRA01,Major,Public Sector,British American Tobacco Plc,Cecil Royse  ,Raul Holmquist  ,95,3.96
04/01/2014,TRUE,23:13,FALSE,Unauthorised Access,Office 19,TRUE,CRE02,None,Other (specify),Highland Council,Vivan Truelove  ,Lyle Griswold  ,0,0
05/03/2014,FALSE,11:36,TRUE,Stolen USB drive,Area 10,FALSE,MAN34,Significant,DNS,Mercedes-Benz Uk Ltd.,Renato Boos  ,Sterling Raske  ,42,1.75
23/10/2013,FALSE,18:08,TRUE,Stolen Laptop,Office 9,TRUE,BSN02,Significant,N&T,Ministry of Defence - MoD,Tim Pinckard  ,Van Fessenden  ,14,0.58
02/08/2014,TRUE,22:40,FALSE,Stolen Laptop,Office 8,TRUE,MAN35,Significant,ROI,Post Office Ltd,Kiera Lickteig  ,Silas Wand  ,144,6
30/11/2014,TRUE,02:40,FALSE,Staff with no pass,Area 14,FALSE,BSN02,Major,ROI,Virgin Money,Darline Goodwill  ,Lyle Griswold  ,102,4.25
06/07/2014,TRUE,08:44,FALSE,Stolen USB drive,Area 4,FALSE,BSN02,None,Private Sector,Primark,Edmund Dedrick  ,Damion Hope  ,35,1.46
25/05/2016,FALSE,22:59,FALSE,Lost Peripheral,Office 11,TRUE,SOL10,None,Unknown,HM Treasury,Nick Carter  ,Quinton Claudio  ,87,3.63
15/02/2015,TRUE,03:45,FALSE,Staff with no pass,Office 9,TRUE,WAR03,Minor,HMRC,Police Service of Northern Ireland,Efrain Hauk  ,Rueben Bosarge  ,104,4.33
08/05/2014,FALSE,03:15,FALSE,Lost RHD,Office 11,TRUE,BSN01,Significant,HR,Environment Agency,Cher Welter  ,Pasquale Sonntag  ,111,4.63
11/11/2014,FALSE,21:09,FALSE,Lost Desktop,Area 2,FALSE,CRE02,Major,Finance & Strategy,KFC,China Thurlow  ,Pablo Gowers  ,135,5.63
24/07/2014,FALSE,17:55,TRUE,Stolen Desktop,Area 12,FALSE,STE10,None,HMRC,HPC Wales,Jonathan Wray  ,Silas Wand  ,230,9.58
05/10/2013,TRUE,03:15,FALSE,Lost USB drive,Area 7,FALSE,EDI06,Major,Public Sector,UK Border Agency,Nick Carter  ,Douglass Dill  ,144,6
30/04/2014,FALSE,10:49,TRUE,Staff with no pass,Area 12,FALSE,SOL10,Major,HR,Heathrow Airport Limited,Chet Swedberg  ,Jamal Lacross  ,88,3.67
27/12/2014,TRUE,03:33,FALSE,Lost Desktop,Area 10,FALSE,WAR08,Minor,MIS,Police Service of Northern Ireland,Lucio Siniard  ,Bob Luthy  ,38,1.58
23/09/2015,FALSE,21:39,FALSE,Stolen USB drive,Area 9,FALSE,EDI06,Minor,BAS,Bridgestone UK,Nick Carter  ,Bob Luthy  ,116,4.83
16/06/2013,TRUE,10:28,FALSE,Stolen USB drive,Area 8,FALSE,MAN33,Minor,N&T,Specsavers,Chet Swedberg  ,Quinton Claudio  ,29,1.21
15/03/2014,TRUE,15:44,FALSE,Lost RHD,Office 16,TRUE,STE04,Minor,Private Sector,Vodafone Plc Government,Araceli Urena  ,Pablo Gowers  ,36,1.5
17/09/2014,FALSE,10:36,TRUE,Lost RHD,Office 13,TRUE,BRA07,Significant,Unknown,UK Border Agency,Irma Zamorano  ,Pasquale Sonntag  ,10,0.42
27/07/2015,FALSE,06:50,FALSE,Lost RHD,Office 16,TRUE,STE04,Minor,Business Operations,Virgin Money,Lucio Siniard  ,Silas Wand  ,36,1.5
22/03/2013,FALSE,23:06,FALSE,Unsecured PM Document,Office 6,TRUE,BRA07,None,DNS,Primark,Rodney Bastin  ,Douglass Dill  ,231,9.63
11/05/2015,FALSE,00:01,FALSE,Stolen Peripheral,Office 10,TRUE,MAN33,Significant,MIS,G4S Plc,Jacob Carillo  ,Rueben Bosarge  ,8,0.33
05/02/2016,FALSE,11:07,TRUE,Staff with no pass,Office 14,TRUE,MAN33,None,Private Sector,KFC,Darline Goodwill  ,Rueben Bosarge  ,41,1.71
10/03/2015,FALSE,14:32,TRUE,Stolen USB drive,Area 1,FALSE,CRE02,None,HR,PZ Cussons,Will Stahly  ,Octavio Angert  ,245,10.21
27/06/2012,FALSE,03:11,FALSE,Stolen Desktop,Office 9,TRUE,STE04,Minor,Private Sector,Mercedes-Benz Uk Ltd.,Len Clyburn  ,Damion Hope  ,92,3.83
02/07/2013,FALSE,15:08,TRUE,Unsecured Cabinet,Office 11,TRUE,BRA07,Minor,HR,Highland Council,Felicidad Vose  ,Lyle Griswold  ,51,2.13
08/10/2016,TRUE,18:16,FALSE,Suspicious Character,Area 10,FALSE,CRE02,Significant,HR,Alliance Boots plc,Lucio Siniard  ,Jamal Lacross  ,59,2.46
13/10/2015,FALSE,01:21,FALSE,Stolen Laptop,Office 17,TRUE,CRE02,Significant,Private Sector,Electricity Supply Board,Babette Garriott  ,Van Fessenden  ,187,7.79
17/08/2014,TRUE,08:41,FALSE,Stolen USB drive,Office 6,TRUE,BSN01,Minor,Unknown,Scottish Water,Voncile Mountain  ,Mary Clowers  ,3,0.13
02/08/2016,FALSE,10:33,TRUE,Lost Laptop,Area 3,FALSE,STE10,None,Private Sector,NI Water,Wilbur Tienda  ,Foster Wax  ,66,2.75
18/06/2014,FALSE,19:54,FALSE,Lost RHD,Office 1,TRUE,WAK01,None,Private Sector,Scottish Water,Juan Bernett  ,Pablo Gowers  ,60,2.5
22/02/2013,FALSE,04:36,FALSE,Brief Descriptions,Area 1,FALSE,MAN35,Minor,Private Sector,Electricity Supply Board,Bret Orosz  ,Van Fessenden  ,90,3.75
27/11/2015,FALSE,11:59,TRUE,Stolen Desktop,Area 1,FALSE,WAK01,Significant,Public Sector,Reading Borough Council,Renato Boos  ,Quinton Claudio  ,57,2.38
29/04/2014,FALSE,11:46,TRUE,Lost USB drive,Office 15,TRUE,SOL10,Major,Public Sector,HPC Wales,Jonathan Wray  ,Pablo Gowers  ,120,5
10/02/2015,FALSE,12:48,TRUE,Lost Laptop,Office 14,TRUE,MAN34,Minor,Marketing,McDonalds Restaurants Ltd.,Chantel Lemaire  ,Pasquale Sonntag  ,173,7.21
21/07/2016,FALSE,22:04,FALSE,Lost Laptop,Area 3,FALSE,BSN01,Major,N&T,British American Tobacco Plc,Lucio Siniard  ,Bob Luthy  ,37,1.54
22/08/2014,FALSE,20:41,FALSE,Tailgating,Unknown,FALSE,MAN33,None,Marketing,Balfour Beatty Group Ltd.,Danyelle Golub  ,Octavio Angert  ,183,7.63
02/09/2013,FALSE,15:45,TRUE,Lost RHD,Area 7,FALSE,STE10,Major,Finance & Strategy,Ford Motor Company ltd,Stanley Bosch  ,Rueben Bosarge  ,83,3.46
02/07/2014,FALSE,11:13,TRUE,Lost Laptop,Office 17,TRUE,MAN33,Significant,Finance & Strategy,Vodafone Plc Government,Cecille Haubert  ,Jamal Lacross  ,68,2.83
13/01/2015,FALSE,00:09,FALSE,Unsecured PM Document,Office 13,TRUE,MAN35,Minor,HMRC,MOD - DFTS,Marlin Southwood  ,Lyle Griswold  ,146,6.08
03/01/2015,TRUE,19:36,FALSE,Broken Window,Area 2,FALSE,STE10,None,HR,HPC Wales,Felicidad Vose  ,Leonardo Mcclane  ,46,1.92
06/05/2014,FALSE,22:07,FALSE,Stolen Laptop,Office 18,TRUE,MAN35,Significant,HR,Whitbread Group Plc,Tanner Pecor  ,Bob Luthy  ,44,1.83
17/12/2013,FALSE,18:12,TRUE,Stolen Peripheral,Office 14,TRUE,BSN02,Minor,Private Sector,Police Service of Northern Ireland,Felicidad Vose  ,Leonardo Mcclane  ,71,2.96
01/05/2013,FALSE,12:42,TRUE,Stolen RHD,Area 10,FALSE,MAN35,Significant,BAS,Halfords Ltd.,Wesley Kitt  ,Raymon Currie  ,55,2.29
23/11/2013,TRUE,14:15,FALSE,Stolen Desktop,Area 8,FALSE,EDI06,Minor,HR,MOD - DFTS,Danyelle Golub  ,Douglass Dill  ,0,0
03/05/2012,FALSE,06:30,FALSE,Lost Desktop,Office 17,TRUE,STE10,Minor,Marketing,HPC Wales,Cecille Haubert  ,Bob Luthy  ,23,0.96
23/01/2012,FALSE,12:47,TRUE,Stolen RHD,Office 11,TRUE,EDI06,Minor,Business Operations,Heathrow Airport Limited,Cecille Haubert  ,Lyle Griswold  ,20,0.83
08/03/2012,FALSE,19:05,FALSE,Lost Peripheral,Office 12,TRUE,MAN34,Significant,Business Operations,Scottish Water,Edmund Dedrick  ,Foster Wax  ,186,7.75
01/05/2015,FALSE,23:32,FALSE,Lost USB drive,Office 11,TRUE,MAN33,Major,Finance & Strategy,HPC Wales,Santina Mayr  ,Rueben Bosarge  ,33,1.38
13/04/2013,TRUE,05:52,FALSE,Lost USB drive,Area 9,FALSE,BSN01,Significant,Marketing,Police Service of Northern Ireland,China Thurlow  ,Raymon Currie  ,80,3.33
08/06/2014,TRUE,03:08,FALSE,Lost Laptop,Office 20,TRUE,TEL15,None,Marketing,Scottish Water,Wesley Kitt  ,Sterling Raske  ,4,0.17
13/03/2016,TRUE,13:06,FALSE,Unsecured Cabinet,Office 12,TRUE,STE10,Significant,Business Operations,Cabinet Office,Darline Goodwill  ,Dewayne Robichaux  ,49,2.04
14/09/2014,TRUE,06:11,FALSE,Unsecured PM Document,Office 7,TRUE,WAK01,None,TPG,NI Education & Library Boards,Edmund Dedrick  ,Jamal Lacross  ,36,1.5
12/07/2014,TRUE,03:43,FALSE,Tailgating,Area 1,FALSE,MAN34,None,N&T,Alliance Boots plc,China Thurlow  ,Rueben Bosarge  ,26,1.08
17/06/2014,FALSE,23:23,FALSE,Lost Laptop,Area 16,FALSE,SOL10,Minor,N&T,Scottish Water,Abel Liss  ,Octavio Angert  ,72,3
23/05/2012,FALSE,08:41,TRUE,Stolen USB drive,Area 1,FALSE,SOL10,Minor,ROI,HM Treasury,Suzan Bogert  ,Mitch Landa  ,60,2.5
09/06/2016,FALSE,21:57,FALSE,Stolen Peripheral,Area 1,FALSE,MAN33,Minor,N&T,Highland Council,Kiera Lickteig  ,Sterling Raske  ,161,6.71
02/06/2014,FALSE,04:49,FALSE,Suspicious Character,Area 10,FALSE,EDI06,Major,Unknown,Reading Borough Council,Van Vautour  ,Bob Luthy  ,101,4.21
23/12/2013,FALSE,18:57,TRUE,Lost RHD,Area 10,FALSE,WAR08,Significant,Public Sector,Vodafone Plc Government,Jacob Carillo  ,Mitch Landa  ,89,3.71
23/01/2012,FALSE,05:08,FALSE,Stolen RHD,Area 7,FALSE,STE04,None,N&T,Electricity Supply Board,Jonathan Wray  ,Lyle Griswold  ,99,4.13
22/08/2013,FALSE,05:54,FALSE,Stolen Peripheral,Office 8,TRUE,TEL15,Major,Private Sector,Balfour Beatty Group Ltd.,Tanner Pecor  ,Mitch Landa  ,80,3.33
05/12/2014,FALSE,16:07,TRUE,Unsecured Cabinet,Area 18,FALSE,STE04,Significant,Marketing,Environment Agency,Babette Garriott  ,Van Fessenden  ,114,4.75
13/06/2015,TRUE,17:45,FALSE,Stolen Desktop,Area 3,FALSE,STE10,Minor,TPG,NI Education & Library Boards,Wynona Tonkin  ,Quinton Claudio  ,77,3.21
27/09/2013,FALSE,20:00,FALSE,Stolen RHD,Area 1,FALSE,CRE02,Minor,ROI,Halfords Ltd.,Van Vautour  ,Sterling Raske  ,134,5.58
09/02/2016,FALSE,05:45,FALSE,Lost Desktop,Area 3,FALSE,BRA07,Minor,HMRC,Primark,Chet Swedberg  ,Douglass Dill  ,106,4.42
19/03/2016,TRUE,18:47,FALSE,Stolen Laptop,Office 4,TRUE,STE04,None,Private Sector,HSBC,Kiera Lickteig  ,Mary Clowers  ,13,0.54
07/09/2013,TRUE,18:04,FALSE,Tailgating,Area 11,FALSE,WAR08,None,Public Sector,HPC Wales,Candra Snowball  ,Rueben Bosarge  ,6,0.25
05/11/2015,FALSE,05:40,FALSE,Stolen Desktop,Area 13,FALSE,SOL20,Minor,DNS,Balfour Beatty Group Ltd.,Lucio Siniard  ,Damion Hope  ,150,6.25
27/03/2013,FALSE,15:04,TRUE,Lost RHD,Office 14,TRUE,MAN33,None,Public Sector,Heathrow Airport Limited,Deidra Mayes  ,Rueben Bosarge  ,41,1.71
20/03/2016,TRUE,09:38,FALSE,Unsecured Cabinet,Office 16,TRUE,MAN33,Minor,Public Sector,Ministry of Defence - MoD,Deidra Mayes  ,Lyle Griswold  ,135,5.63
06/01/2015,FALSE,13:05,TRUE,Stolen Peripheral,Office 12,TRUE,SOL20,Major,HMRC,Specsavers,Nick Carter  ,Pasquale Sonntag  ,93,3.88
06/02/2013,FALSE,10:09,TRUE,Lost USB drive,Area 9,FALSE,MAN33,None,N&T,Mercedes-Benz Uk Ltd.,Edmund Dedrick  ,Raul Holmquist  ,13,0.54
05/03/2014,FALSE,16:00,TRUE,Stolen USB drive,Office 7,TRUE,MAN34,Minor,Private Sector,Bridgestone UK,Marisa Anchondo  ,Douglass Dill  ,12,0.5
10/03/2015,FALSE,04:26,FALSE,Lost Laptop,Office 18,TRUE,MAN35,Significant,DNS,Electricity Supply Board,Babette Garriott  ,Lyle Griswold  ,79,3.29
25/06/2016,TRUE,07:33,FALSE,Stolen Desktop,Office 20,TRUE,BSN01,None,Public Sector,NI Education & Library Boards,Danyelle Golub  ,Bob Luthy  ,103,4.29
25/03/2014,FALSE,02:34,FALSE,Stolen Peripheral,Area 6,FALSE,MAN35,None,Finance & Strategy,KFC,Yasuko Manigault  ,Quinton Claudio  ,87,3.63
06/12/2014,TRUE,03:16,FALSE,Tailgating,Area 6,FALSE,BSN02,None,HMRC,Dublin City Council,Cher Welter  ,Pablo Gowers  ,216,9
04/08/2012,TRUE,22:57,FALSE,Stolen Laptop,Office 12,TRUE,WAR08,None,DNS,Home Group Limited,China Thurlow  ,Sterling Raske  ,124,5.17
15/12/2014,FALSE,05:13,FALSE,Lost Laptop,Office 19,TRUE,SOL10,Minor,MIS,British American Tobacco Plc,Cecille Haubert  ,Octavio Angert  ,85,3.54
13/06/2013,FALSE,20:42,FALSE,Stolen Desktop,Office 13,TRUE,MAN35,Minor,MIS,Alliance Boots plc,Danyelle Golub  ,Foster Wax  ,98,4.08
19/08/2015,FALSE,22:47,FALSE,Broken Window,Area 14,FALSE,Unknown,None,MIS,Police Service of Northern Ireland,Wesley Kitt  ,Rueben Bosarge  ,272,11.33
14/01/2014,FALSE,04:24,FALSE,Tailgating,Office 13,TRUE,BRA07,Major,DNS,British American Tobacco Plc,Babette Garriott  ,Leonardo Mcclane  ,27,1.13
28/10/2012,TRUE,17:14,FALSE,Tailgating,Office 8,TRUE,SOL20,Minor,HR,Mercedes-Benz Uk Ltd.,Jacqueline Schoepp  ,Mary Clowers  ,47,1.96
22/09/2014,FALSE,22:19,FALSE,Unsecured Cabinet,Office 11,TRUE,Unknown,Minor,HMRC,High Speed 2 Ltd.,China Thurlow  ,Pablo Gowers  ,120,5
10/09/2013,FALSE,20:27,FALSE,Suspicious Character,Area 9,FALSE,MAN33,Minor,N&T,UK Border Agency,Julius Huntsberry  ,Sterling Raske  ,119,4.96
14/05/2014,FALSE,19:01,FALSE,Lost Peripheral,Office 20,TRUE,WAR03,Major,Unknown,Alliance Boots plc,Rodney Bastin  ,Pasquale Sonntag  ,64,2.67
08/02/2014,TRUE,18:23,FALSE,Stolen Laptop,Unknown,FALSE,BSN01,None,TPG,PZ Cussons,Candra Snowball  ,Leonardo Mcclane  ,55,2.29
29/10/2014,FALSE,22:50,FALSE,Broken Window,Office 14,TRUE,TEL15,Significant,Private Sector,Bridgestone UK,Arlena Pierpont  ,Foster Wax  ,44,1.83
13/02/2017,FALSE,18:28,TRUE,Unsecured Cabinet,Area 2,FALSE,MAN35,None,MIS,Ford Motor Company ltd,Fallon Planas  ,Quinton Claudio  ,99,4.13
01/02/2016,FALSE,06:11,FALSE,Broken Window,Office 19,TRUE,BSN02,None,MIS,G4S Plc,Wallace Truett  ,Octavio Angert  ,88,3.67
13/04/2014,TRUE,15:48,FALSE,Stolen USB drive,Office 18,TRUE,SOL10,Minor,TPG,Alliance Boots plc,Marisa Anchondo  ,Quinton Claudio  ,63,2.63
06/06/2013,FALSE,00:43,FALSE,Stolen USB drive,Area 4,FALSE,WAK01,Major,Unknown,High Speed 2 Ltd.,Jonathan Wray  ,Jamal Lacross  ,232,9.67
29/11/2014,TRUE,18:14,FALSE,Stolen RHD,Office 10,TRUE,STE10,None,Private Sector,Cabinet Office,Cecille Haubert  ,Octavio Angert  ,276,11.5
14/06/2013,FALSE,00:36,FALSE,Brief Descriptions,Office 16,TRUE,BSN02,Major,Public Sector,British American Tobacco Plc,Chet Swedberg  ,Jamal Lacross  ,261,10.88
25/11/2012,TRUE,01:24,FALSE,Stolen USB drive,Office 17,TRUE,BSN02,Major,HR,Post Office Ltd,Len Clyburn  ,Pasquale Sonntag  ,71,2.96
16/05/2013,FALSE,07:06,TRUE,Stolen USB drive,Area 10,FALSE,WAR03,Minor,N&T,Halfords Ltd.,Marisa Anchondo  ,Raymon Currie  ,206,8.58
16/10/2014,FALSE,13:28,TRUE,Tailgating,Office 20,TRUE,MAN34,Significant,BAS,KFC,Bret Orosz  ,Pasquale Sonntag  ,106,4.42
23/01/2015,FALSE,13:53,TRUE,Stolen Laptop,Office 6,TRUE,Unknown,Significant,ROI,HPC Wales,Deidra Mayes  ,Lyle Griswold  ,102,4.25
11/07/2013,FALSE,11:08,TRUE,Lost Desktop,Office 12,TRUE,TEL15,Significant,Private Sector,Home Group Limited,China Thurlow  ,Jamal Lacross  ,94,3.92
13/09/2014,TRUE,05:36,FALSE,Lost RHD,Office 9,TRUE,EDI06,Minor,BAS,Home Group Limited,Neta Veres  ,Silas Wand  ,67,2.79
10/03/2013,TRUE,01:41,FALSE,Tailgating,Office 17,TRUE,MAN33,None,N&T,Southeastern,Tanner Pecor  ,Sterling Raske  ,100,4.17
25/10/2014,TRUE,11:40,FALSE,Lost Peripheral,Office 16,TRUE,SOL20,Minor,MIS,HM Treasury,Gregory Bieber  ,Bob Luthy  ,201,8.38
20/01/2013,TRUE,23:47,FALSE,Stolen USB drive,Office 15,TRUE,CRE02,Significant,DNS,HM Treasury,Van Vautour  ,Dewayne Robichaux  ,43,1.79
19/06/2011,TRUE,11:59,FALSE,Unauthorised Access,Office 18,TRUE,STE10,Major,Business Operations,G4S Plc,Voncile Mountain  ,Bob Luthy  ,12,0.5
26/04/2015,TRUE,06:02,FALSE,Brief Descriptions,Canteen,FALSE,MAN33,None,Unknown,Heathrow Airport Limited,Cecil Royse  ,Dewayne Robichaux  ,80,3.33
12/08/2014,FALSE,06:09,FALSE,Brief Descriptions,Area 12,FALSE,STE10,Minor,Public Sector,Office for National Statistics,Wynona Tonkin  ,Silas Wand  ,166,6.92
31/12/2012,FALSE,08:42,TRUE,Lost Laptop,Area 6,FALSE,TEL15,Major,Business Operations,High Speed 2 Ltd.,Cher Welter  ,Rueben Bosarge  ,170,7.08
21/07/2015,FALSE,03:28,FALSE,Stolen Laptop,Office 13,TRUE,SOL20,Major,Public Sector,Vodafone Plc Government,Len Clyburn  ,Douglass Dill  ,12,0.5
23/11/2015,FALSE,17:46,TRUE,Tailgating,Office 3,TRUE,STE04,Major,HMRC,NI Water,Elenore Pentz  ,Raymon Currie  ,96,4
22/06/2014,TRUE,05:06,FALSE,Suspicious Character,Office 14,TRUE,EDI06,Minor,Public Sector,Electricity Supply Board,Len Clyburn  ,Pasquale Sonntag  ,0,0
13/04/2009,FALSE,11:40,TRUE,Lost Laptop,Office 1,TRUE,EDI06,Major,Business Operations,NI Education & Library Boards,Neta Veres  ,Van Fessenden  ,78,3.25
31/12/2015,FALSE,01:27,FALSE,Brief Descriptions,Area 5,FALSE,MAN34,Significant,N&T,McDonalds Restaurants Ltd.,Raphael Arledge  ,Leonardo Mcclane  ,112,4.67
02/09/2014,FALSE,08:10,TRUE,Brief Descriptions,Office 9,TRUE,Unknown,Minor,HR,Ministry of Defence - MoD,Julius Huntsberry  ,Lyle Griswold  ,182,7.58
07/11/2013,FALSE,19:14,FALSE,Stolen USB drive,Area 7,FALSE,LON22,Minor,TPG,NI Education & Library Boards,Ursula Bradberry  ,Octavio Angert  ,159,6.63
16/09/2012,TRUE,10:15,FALSE,Broken Window,Office 20,TRUE,MAN34,None,HR,Primark,Abel Liss  ,Silas Wand  ,50,2.08
14/12/2011,FALSE,22:14,FALSE,Lost Laptop,Area 7,FALSE,BRA07,Minor,MIS,NI Education & Library Boards,Marisa Anchondo  ,Rueben Bosarge  ,25,1.04
12/04/2014,TRUE,06:31,FALSE,Unsecured Cabinet,Office 11,TRUE,BSN02,Significant,HR,Balfour Beatty Group Ltd.,Cecille Haubert  ,Raymon Currie  ,112,4.67
12/08/2013,FALSE,16:07,TRUE,Stolen USB drive,Area 1,FALSE,EDI06,None,HR,HSBC,Jacqueline Schoepp  ,Mary Clowers  ,14,0.58
10/07/2013,FALSE,22:51,FALSE,Stolen RHD,Office 10,TRUE,CRE02,Major,Business Operations,Office for National Statistics,Ethan Singer  ,Foster Wax  ,80,3.33
03/08/2011,FALSE,17:54,TRUE,Lost Desktop,Office 17,TRUE,MAN35,Significant,Private Sector,Heathrow Airport Limited,Chet Swedberg  ,Damion Hope  ,25,1.04
13/03/2012,FALSE,17:29,TRUE,Stolen USB drive,Office 13,TRUE,WAR03,Minor,HR,PZ Cussons,Jacob Carillo  ,Douglass Dill  ,96,4
04/04/2015,TRUE,05:48,FALSE,Lost Peripheral,Area 6,FALSE,MAN34,Major,MIS,NI Library Authority,Felicidad Vose  ,Bob Luthy  ,58,2.42
18/03/2015,FALSE,18:08,TRUE,Lost USB drive,Area 6,FALSE,BSN01,Significant,Public Sector,Virgin Money,Juan Bernett  ,Octavio Angert  ,96,4
03/09/2012,FALSE,00:15,FALSE,Unsecured PM Document,Office 18,TRUE,LON22,None,DNS,HM Treasury,Gregory Bieber  ,Mitch Landa  ,119,4.96
06/04/2014,TRUE,13:25,FALSE,Stolen USB drive,Office 11,TRUE,SOL10,Minor,Private Sector,Scottish Water,Neta Veres  ,Raul Holmquist  ,62,2.58
27/06/2013,FALSE,02:05,FALSE,Lost USB drive,Office 12,TRUE,BSN02,None,N&T,KFC,Chet Swedberg  ,Sterling Raske  ,73,3.04
05/08/2015,FALSE,05:37,FALSE,Stolen Desktop,Area 4,FALSE,MAN34,None,Public Sector,NI Water,Tanner Pecor  ,Raymon Currie  ,22,0.92
22/01/2016,FALSE,19:21,FALSE,Unsecured Cabinet,Area 5,FALSE,STE10,Significant,N&T,Halfords Ltd.,Cecille Haubert  ,Silas Wand  ,9,0.38
12/03/2011,TRUE,07:42,FALSE,Unsecured Cabinet,Office 14,TRUE,MAN33,Major,MIS,Bridgestone UK,Gregory Bieber  ,Jamal Lacross  ,132,5.5
06/06/2017,FALSE,17:03,TRUE,Tailgating,Office 8,TRUE,STE04,Minor,N&T,Specsavers,Danyelle Golub  ,Raul Holmquist  ,51,2.13
30/07/2017,TRUE,03:20,FALSE,Unsecured Cabinet,Area 4,FALSE,LON22,Significant,N&T,Office for National Statistics,Juan Bernett  ,Octavio Angert  ,58,2.42
19/07/2014,TRUE,10:07,FALSE,Unauthorised Access,Office 19,TRUE,MAN35,None,HR,Police Service of Northern Ireland,Irma Zamorano  ,Bob Luthy  ,4,0.17
27/09/2013,FALSE,17:03,TRUE,Stolen USB drive,Office 15,TRUE,EDI06,None,TPG,Balfour Beatty Group Ltd.,Will Stahly  ,Sterling Raske  ,132,5.5
01/08/2013,FALSE,01:30,FALSE,Lost Laptop,Office 9,TRUE,BSN02,Minor,N&T,High Speed 2 Ltd.,Stanley Bosch  ,Van Fessenden  ,194,8.08
25/05/2012,FALSE,23:31,FALSE,Unsecured PM Document,Area 6,FALSE,MAN34,Minor,MIS,NI Library Authority,Nick Carter  ,Quinton Claudio  ,54,2.25
10/12/2013,FALSE,05:27,FALSE,Stolen Desktop,Office 2,TRUE,WAR08,Minor,N&T,Cabinet Office,Fallon Planas  ,Leonardo Mcclane  ,51,2.13
03/06/2014,FALSE,12:00,TRUE,Stolen USB drive,Office 1,TRUE,SOL20,Major,Private Sector,Cambridgeshire County Council,Bret Orosz  ,Mary Clowers  ,262,10.92
22/06/2013,TRUE,20:03,FALSE,Stolen Desktop,Area 6,FALSE,SOL20,Significant,N&T,MOD - DFTS,Migdalia Schmitt  ,Bob Luthy  ,139,5.79
20/05/2014,FALSE,02:45,FALSE,Stolen RHD,Office 13,TRUE,LON22,None,Other (specify),MOD - DFTS,Len Clyburn  ,Rueben Bosarge  ,52,2.17
11/09/2010,TRUE,14:33,FALSE,Tailgating,Office 14,TRUE,WAR08,Minor,Marketing,Virgin Money,Vance Mcmanis  ,Van Fessenden  ,187,7.79
05/02/2015,FALSE,08:32,TRUE,Lost USB drive,Area 2,FALSE,BSN01,Minor,DNS,Environment Agency,Suzan Bogert  ,Sterling Raske  ,151,6.29
08/03/2014,TRUE,07:55,FALSE,Stolen Desktop,Area 2,FALSE,BSN02,Major,HR,NI Library Authority,Abel Liss  ,Octavio Angert  ,91,3.79
06/10/2014,FALSE,22:46,FALSE,Staff with no pass,Area 20,FALSE,MAN33,Major,Public Sector,Highland Council,Edmund Dedrick  ,Raul Holmquist  ,64,2.67
14/02/2014,FALSE,21:48,FALSE,Stolen Laptop,Office 9,TRUE,STE04,Minor,Unknown,HM Treasury,Santina Mayr  ,Lyle Griswold  ,46,1.92
04/10/2015,TRUE,20:23,FALSE,Broken Window,Area 9,FALSE,WAK01,None,HR,Highland Council,Adele Flower  ,Raul Holmquist  ,100,4.17
06/06/2014,FALSE,20:58,FALSE,Stolen Peripheral,Area 2,FALSE,SOL20,None,ROI,Highland Council,Cecil Royse  ,Octavio Angert  ,91,3.79
21/09/2014,TRUE,04:41,FALSE,Stolen Peripheral,Area 2,FALSE,SOL10,Minor,HMRC,Alliance Boots plc,Van Vautour  ,Rueben Bosarge  ,113,4.71
24/02/2014,FALSE,02:37,FALSE,Stolen RHD,Area 1,FALSE,MAN35,None,ROI,Ford Motor Company ltd,Ethan Singer  ,Van Fessenden  ,43,1.79
08/06/2014,TRUE,19:45,FALSE,Stolen USB drive,Canteen,FALSE,STE10,None,Private Sector,Halfords Ltd.,Cecille Haubert  ,Van Fessenden  ,200,8.33
06/11/2011,TRUE,04:52,FALSE,Lost RHD,Office 13,TRUE,MAN34,Minor,ROI,NI Water,Ursula Bradberry  ,Raul Holmquist  ,135,5.63
25/04/2016,FALSE,00:30,FALSE,Unauthorised Access,Office 17,TRUE,MAN35,Minor,Marketing,Virgin Money,Deidra Mayes  ,Pablo Gowers  ,24,1
11/04/2014,FALSE,14:06,TRUE,Unsecured Cabinet,Area 3,FALSE,EDI06,Significant,Unknown,HPC Wales,Raphael Arledge  ,Sterling Raske  ,220,9.17
